Tweet,Keluhan,Respon,Other,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl dr Djundjunan https://t.co/0eFNAtBgaz",,Ya,,
RT @eka_harijanto: Eh iya siang ini TL Supratman-Katamso msh padam seperti bbrp hari lalu @IWGinting @dishub_kotabdg @RTMC_PoldaJabar @PRFM…,Ya,,,
"RT @infobandung: .@dishub_kotabdg | @ninossee: sudah 3 hari ini saya melewati jalan supratman, lampu merah pertigaannya mati :(",Ya,,,
"RT @mazNOT: Mantab KecBawet @bdgstarlight, Tidak TebangPilih""! Parkir diTrotoar",,,Ya,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl belakang RSHS https://t.co/eFFiFzzL6Q",,Ya,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Batu Api https://t.co/Zce93nDWWb",,Ya,,
@ridwankamil pa punten.. kebon binatang sekarang kumuh pisan pa.. guladig pa :( jaba mun bade ningal maung teu katingal da kaca na buteuk :(,Ya,,,
RT @PRFMnews: Anang | 14.13 Mohon tertibkan pengamen yg ada d perempatan Binong karena sangat mengganggu sekali. cc @Satpolppbdg @Dinsos_BDG,Ya,,,
"RT @mazNOT: Mantab KecBawet @bdgstarlight, Tidak TebangPilih""! Parkir diTrotoar",,,Ya,
"@fadreee @ridwankamil 25 thn dari sekarang berapa jumlah kendaraan di jakarta dan bandung sendiri, kereta cepat itu bebas macet",,,Ya,
"RT @infobandung: .@dishub_kotabdg | @ninossee: sudah 3 hari ini saya melewati jalan supratman, lampu merah pertigaannya mati :(",Ya,,,
@ridwankamil kang jalan di komplek Bandung Indah Raya rusak parah dan kalau hujan sering banjir mohon di perbaikan.  Nuhun.,Ya,,,
"@pdamtirtawening Dari kemarin, air tidak mengalir sama sekali. Ada kendala ?  No.Pel 00404000760",Ya,,,
RT @neza07: Ini keren pak RT@ridwankamil: Revitalisasi anak S Cikapayang selesai,,,Ya,
RT @aunkaunks: @IWGinting @GungunIndra1 @ridwankamil @relawan_bdg pertigaan cicadas sore jam pulang ktr banyak mtr n mbl parkir + pkl bonus…,Ya,,,
RT @bdgstarlight: Penindakan atas Tindak lanjut laporan Kang @mazNOT @MisbarCafe @ridwankamil  @Satpolppbdg @dbmpkotabdg https://t.co/l9elZ…,,,Ya,
15.33: RT @dbmpkotabdg: Pengecekan Jl Cikutra Barat oleh petugas. https://t.co/2i5Dcj8xOx,,,Ya,
15.33: RT @dbmpkotabdg: Pengecekan Jl Cikutra Barat oleh petugas. https://t.co/vYGAZUH5SU: 15.33: RT @dbmpk... https://t.co/aQKZ3fGAHx,,,Ya,
Mohon bantu info pak/bu @diskamtam  https://t.co/bXzIPYb6Cf,,,Ya,
Ngiring sharing kang @ridwankamil  Shock!! lagi jalan di Cipaganti ada yang melakukan aksi bobo… https://t.co/FhIrsDherl,Ya,,,
RT @DiskominfoBdg: @ridwankamil @ata_lia @dbmpkotabdg Restorasi Sungai Cikapayang dan Trotoar Jl. Merdeka Segmen 2 (31/12) https://t.co/sne…,,,Ya,
RT @relawan_bdg: Mohon bantu info pak/bu @diskamtam  https://t.co/bXzIPYb6Cf,,,Ya,
Ngiring sharing kang @ridwankamil  Shock!! lagi jalan di Cipaganti ada yang melakukan aksi bobo… https://t.co/6oWXOWdfZn,Ya,,,
RT @dbmpkotabdg: @relawan_bdg @tedy_wiryaatmaj @ridwankamil Fasos-Fasum kpd @PemkotBandung jd msh tanggung jwb developer cc @distarcipBDG,,,Ya,
"@ridwankamil pa, kalo sekarang masih ada mobil yg keliling buat akta kelahiran ga?? di antos waleranna, hatur nuhun",,,Ya,
"@ridwankamil belakangan banyak fenomena org bertapa di tengah jalan cihampelas dan cipaganti, sangat meresahkan kang https://t.co/kamMlzZY6H",Ya,,,
"RT @achmad00mulyadi: @ridwankamil belakangan banyak fenomena org bertapa di tengah jalan cihampelas dan cipaganti, sangat meresahkan kang h…",Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Cipaera https://t.co/b9HS0nXX9b",,Ya,,
Nuhun@dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU,,,Ya,
RT @sarahpsinger: Ngiring sharing kang @ridwankamil  Shock!! lagi jalan di Cipaganti ada yang melakukan aksi bobo… https://t.co/6oWXOWdfZn,Ya,,,
RT @sarahpsinger: Ngiring sharing kang @ridwankamil  Shock!! lagi jalan di Cipaganti ada yang melakukan aksi bobo… https://t.co/6oWXOWdfZn,Ya,,,
"Pak @ridwankamil bbrpa hari yg lalu saya ke bandung, sangat disayangkan disepanjang pinggir jln buah batu tdk ada tempt sampah yg disediakan",Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @scryedz 5/1 URC PJU, perbaikan lampu PJU jl Lembah Neundeut https://t.c…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl dr Djundjunan https://t.co/0eFNAtBgaz",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Jawa https://t.co/cW4OtbedAe",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl belakang RSHS https://t.co/eFFiFzzL6Q",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Guntursari https://t.co/eatxRr1jd6",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Salak https://t.co/NJiAmQP81A",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Pelajar Pejuang 45 https://t.co/WvXz…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Batu Api https://t.co/Zce93nDWWb",,Ya,,
rambu dilarang parkir di Pasteur (Djundjunan) dicopot aja pak @ridwankamil @IWGinting @PRFMnews . Taksi2 gak takut sama pemkot tuh,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Menado https://t.co/NR8GZMCkol",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Malabar https://t.co/DquXs91hm9",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Cipaera https://t.co/b9HS0nXX9b",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (Gg Picung) https://t.…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Asia Afrika https://t.co/Eogv3dy4VY",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Cipamokolan https://t.co/aqjGy4CUp5",,Ya,,
RT @IhsanIdo: Nuhun@dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU,,,Ya,
"etama eweh gaweee @sarahpsinger: Ngiring sharing kang @ridwankamil  Shock!! lagi jalan di Cipaganti ada yang melakukan aksi bobo…""",Ya,,,
"RT @mazNOT: Mantab KecBawet @bdgstarlight, Tidak TebangPilih""! Parkir diTrotoar",,,Ya,
RT @bdgstarlight: Penindakan atas Tindak lanjut laporan Kang @mazNOT @MisbarCafe @ridwankamil  @Satpolppbdg @dbmpkotabdg https://t.co/l9elZ…,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Bojonagara, lanjutan pengerukan saluran jl Lemah Neundeut https:…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Bojonagara, pengerukan saluran jl Sariwangi https://t.co/3p5mULt…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Bojonagara, perbaikan per4an jl Perintis - jl Sarimanah https://…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Bojonagara, perbaikan jl Kebon Jati https://t.co/wpHvdLdsxB",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Gedebage, lanjutan perbaikan jl Gedebage Selatan https://t.co/tG…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Karees, lanjutan pengerukan saluran jl Palasari https://t.co/Qpx…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Karees, perbaikan jl Terate https://t.co/p3rcxOw5sF",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Karees, perbaikan jl Samoja https://t.co/MyU68Y2un7",,Ya,,
"Rakor Karyawan/ti beserta Outsourching &amp; Linmas Awal Tahun 2016, 5/1/16 @ridwankamil @OdedMD @bkdkotabandung https://t.co/hYl3VQN82g",,,Ya,
RT @sarahpsinger: Ngiring sharing kang @ridwankamil  Shock!! lagi jalan di Cipaganti ada yang melakukan aksi bobo… https://t.co/FhIrsDherl,Ya,,,
"RT @mazNOT: Mantab KecBawet @bdgstarlight, Tidak TebangPilih""! Parkir diTrotoar",,,Ya,
RT @bdgstarlight: Penindakan atas Tindak lanjut laporan Kang @mazNOT @MisbarCafe @ridwankamil  @Satpolppbdg @dbmpkotabdg https://t.co/l9elZ…,,,Ya,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Cibeunying,  pemasangan plat beton saluran jl Ir H Djuanda https://t.co/skZYXLrWoA",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Cibeunying,  perbaikan jl LLRE Martadinata - jl A Yani https://t…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Cibeunying,  perbaikan kirmir saluran jl Rangga Gading https://t…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Cibeunying,  pemasangan plat beton saluran jl Ir H Djuanda https…",,,Ya,
"RT @luckymlukman: Sudah Tiga Hari, Adik Anggota Tim Rescue Bandung Tinggalkan Rumah https://t.co/CBNh4H0n9C @ridwankamil @Satpolppbdg @REST…",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 5/1 URC PJU, perbaikan lampu PJU jl Cipamokolan https://t.co/aqjGy4CUp5",,Ya,,
"Kang @ridwankamil hebat ngadamel infrastruktur nu keren, tapi ari jalanan bandung macet keneh mah percuma pak  solusina kumaha ?",Ya,,,
@ridwankamil parkirannya pak meuni watir.. kemarin sabtu smp turun dr mobil d tengah jalan trs jalan smp bandara krn stuck g bs maju....,Ya,,,
"@ridwankamil pak, kira-kira di bandara nya ada tempat spot buat hunting foto pesawat ga? Karna panggung ujung runway udah ancur T_T",,,Ya,
"Kang @ridwankamil mobil abdi cicilan keneh, damel Teu acan kenging deui. Pami mobil diangge icalan disisi jln, kenging kang? Seja ikhtiar :)",,,Ya,
"@ridwankamil bangga ama bdg skrg, smg mimpi sy jln kaki di trotoir spt di luar negri terlaksana, g ush bw kend pribadi kmn2",,,Ya,
"@ridwankamil kang mohon info, solusi untuk jalan akses bandara yang sempit, bgmn?",Ya,,,
@ridwankamil bagus deh pak. Biar nyaman ruang tunggu nya. Suka ga dpt kursi klo nunggu boarding di husein.,,,Ya,
"RT @KecGedebage: Rakor Karyawan/ti beserta Outsourching &amp; Linmas Awal Tahun 2016, 5/1/16 @ridwankamil @OdedMD @bkdkotabandung https://t.co/…",,,Ya,
"RT @KecGedebage: Rakor Karyawan/ti beserta Outsourching &amp; Linmas Awal Tahun 2016, 5/1/16 @ridwankamil @OdedMD @bkdkotabandung https://t.co/…",,,Ya,
"RT @KecGedebage: Rakor Karyawan/ti beserta Outsourching &amp; Linmas Awal Tahun 2016, 5/1/16 @ridwankamil @OdedMD @bkdkotabandung https://t.co/…",,,Ya,
"@PRFMnews @diskamtam good,biar motor ga lewat di bahu jalan bawah jembatan layang lg @IWGinting",,,Ya,
@ridwankamil kang emil kmaha jl gn batu - cimindi semakin padat ari jln tdk berubah.. Mohon solusina,Ya,,,
HL5 nanti bangunannya jd sesuatu yg khas &amp; unik @distarcipbdg @ridwankamil @_ekayudhistira_,,,Ya,
"RT @kelmalabar: GPS yuk..sambil Plihara Tanaman Pot jl A.Yani#HIJAUKAN KOTA, ANTISIPASI PKL @Satpolppbdg @bplh_kotabdg @diskamtam https://t…",,,Ya,
"RT @kelwates_40256: @ridwankamil @diskamtam @dbmpkotabdg @PemumBdg @bdg_juara @DiskominfoBdg, gps jl mh toha, gps jdkn kebutuhan https://t.…",,,Ya,
RT @PRFMnews: 12.35 Dadan Permana via WA Respon cepat @dbmpkotabdg  atas laporan saya kemarin. lokasi jalan ibrahim adjie https://t.co/g4jx…,,,Ya,
"@ridwankamil kang emil nu ganteng, parkir bandara teh dikelola sama primkoau? Ada rencana diperluas ga kang? Asa sareukseuk",Ya,,,
20.24: cc: @dbmpkotabdg RT @wahyudin2702: Punten PJU jl kalipah apo pada padam,Ya,,,
@ridwankamil bandungmahh enak pak sungainya masih bersih. Beda ama jakarta,,,Ya,
Pohon yg berada di taman Spbu Jl surya Sumantri Kel Sukagalih telah mati mhn untuk ditebang@ridwankamil @diskamtam https://t.co/R1nwSyRYbG,Ya,,,
RT @PRFMnews: 20.24: cc: @dbmpkotabdg RT @wahyudin2702: Punten PJU jl kalipah apo pada padam,Ya,,,
RT @kelsukagalih: Pohon yg berada di taman Spbu Jl surya Sumantri Kel Sukagalih telah mati mhn untuk ditebang@ridwankamil @diskamtam https:…,Ya,,,
"@IWGinting maaf kang mau tanya klo alih fungsi trotoar jd tmpt parkir kaya di Jl.jawa(dpn gereja)emang boleh?cc@dishub_kotabdg,@ridwankamil",Ya,,,
"RT @esther_kusmara: @ridwankamil bangga ama bdg skrg, smg mimpi sy jln kaki di trotoir spt di luar negri terlaksana, g ush bw kend pribadi …",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Ujungberung, perbaikan jl Kosar https://t.co/8KSxjFCU6i",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 6/1 URC Ujungberung, perbaikan jl Pasirjati https://t.co/JYlvUSCRGk",,Ya,,
"@ridwankamil Assalamualaikum pa, Jl raya gempol sari dkat komp.Melong Green Minta pngerukan aliran air krn dasar aliran hmpir sjajar dgn jln",Ya,,,
"@ridwankamil lanjut pak, apakah ada fasiitas airbridge? Ortu sy pengguna kursi roda, beberapa kali di husein akhirnya dibopong ke pswt",Ya,,,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
Pak @ridwankamil kalau dari Komunitas @REBON_org mau berdiskusi dngn Bpk mengenai Smart City agar bisa menjadi #CirebonSmartCity bisa ga ya?,,,Ya,
Pak @ridwankamil kalau dari @REBON_org mau berdiskusi dngn Bpk mengenai Smart City agr bisa menjadi #CirebonSmartCity bisa ga ya?@ngacakbgl,,,Ya,
RT @dbmpkotabdg: @IhsanIdo @tonaaiiii @distarcipBDG @ridwankamil peran serta warga dlm pembangunan jg kami apresiasi. Trm ksh atas perhatia…,,,Ya,
@pdkebersihanbdg @mazNOT @Kel_cigending @Ujungberung_Kec @ridwankamil ktidak seriusan ptgs smpah jg trjdi d Rt03/12 kel psir layung.,Ya,,,
"@pdkebersihanbdg @mazNOT @Kel_cigending @Ujungberung_Kec @ridwankamil 2cntoh untk bnyk klalaian ptgas,kl ptgs sadar,smga wrga jg cpt nyadar.",,,Ya,
RT @pdkebersihanbdg: Semangat pgi #sasapubandung biasakan simpan smpah pd tempatnya #bandungbersih cc @ridwankamil @OdedMD @yossiirianto ht…,,,Ya,
@dbmpkotabdg akses jln sor gbla stlh proyek interchange km 149 pju mati jd gelap,Ya,,,
"Urang Bandung minta dibikinin pantai ama pak @ridwankamil , klo gitu, pak @basuki_btp , ane buat petisi buat dibikinin gunung ya? Gimana? :D",,,Ya,
"@DiskominfoBdg yang berupa animasi seperti buang sampah tidak disungai, lampu umum, trotoar, dengan tagline bandung juara :-)",,,Ya,
06.45 Andre via WA Jln Rajawali masih banyak PKL. cc @Satpolppbdg https://t.co/1tCG00gCVa,Ya,,,
"RT @wina_al: Pak @ridwankamil ari PKL sepanjang otista sareng tegalega iraha ditertibkan, makan badan jalan.. @Satpolppbdg",Ya,,,
@DiskominfoBdg kapan diskominfo mengadakan lomba gambar dan poster untuk mahasiswa lagi?,,,Ya,
"@ridwankamil bandung kalau dibuat tempat2 sewa sepeda utk spot yg susah parkir asiik kayaknya yaaa,,spt di belanda ;)",,,Ya,
Masih menikmati kelancaran jl. AH Nasution di pagi hari #SekolahMasihLibur @PRFMnews @infobdg @infobandung @ridwankamil,,,Ya,
kang @ridwankamil di perempatan batununggal suka ada topeng monyet tolong di tertibkan,Ya,,,
Permisi mau nanya TMB teh ada hotline nya kah ? Biar kita bisa nanya/tahu kondisi rute yg dilewati (saya pengguna koridor 3) @ridwankamil,,,Ya,
"@ridwankamil jembatan holis tiap pagi macet,tolong solusinya pa..",Ya,,,
"Pak kalo mau tau data index kebahagiaan bdg dmn? mau saya jadikan referensi skripsi , minta bantuannya pak @ridwankamil nuhun.",,,Ya,
RT @PRFMnews: 06.45 Andre via WA Jln Rajawali masih banyak PKL. cc @Satpolppbdg https://t.co/1tCG00gCVa,Ya,,,
"RT @laqeisaputri: @ridwankamil: anak2 bermain di halte angkot bandung yg ada ayunannya. *salah satunya fans Exo Wolf 88. http://t.co/rPjE7…""",,,Ya,
08.53: RT @fitria06035: Sudah 3 harian stopan Gatsu-Persimpangan Kosambi mati. cc @dishub_kotabdg @IWGinting https://t.co/CrOn1Rtuuq,Ya,,,
RT @PRFMnews: 08.53: RT @fitria06035: Sudah 3 harian stopan Gatsu-Persimpangan Kosambi mati. cc @dishub_kotabdg @IWGinting https://t.co/CrO…,Ya,,,
@pdamtirtawening Maaf kami sudah seminggu lebih lapor..ngtweet juga..ko belum saja ada tanggapan..?  cc : @ridwankamil,,,Ya,
"@infobdg Pak @ridwankamil kenapa hari ini TMB cicaheum-sarijadi ngga beroperasi? Saya sengaja ngga bawa motor, eh TMBnya ngga jalan Pak",Ya,,,
Lagi perlu ktp tp pembuatan ktp baru prosesnya cukup lama d @KecBacip alasan tintanya habis. Mohon perhatiannya pak. @PRFMnews @ridwankamil,Ya,,,
Pak udah jam 10 gini petugas yg bikin e-ktp blum ada ditmpat. Kta'x lgi apel tpi apel dimana? Ini udah bnyak yg ngantri pak. @ridwankamil,Ya,,,
@ridwankamil assallamuallaikum pak sy mau tanya kalau PNS masuk krj nya jam berapa yah?trus yg krja di kelurahan/kecamatan masuk nya PNS bkn,,,Ya,
@distarcipBDG  @dbmpkotabdg gmn  jika devlopernya sudah bangkrut/gulung tikar pak&amp;sdh tdk mengelola lgi? Apa tdk kan da tindakan dari pemkot,,,Ya,
RT @radewa: .Bagaimana ini trotoar buat jualan? Orang lewat mana? Lokasi: Kartika Sari Dago @trotoarian @ridwankamil @infobdg https://t.co/…,Ya,,,
RT @radewa: .Bagaimana ini trotoar buat jualan? Orang lewat mana? Lokasi: Kartika Sari Dago @trotoarian @ridwankamil @infobdg https://t.co/…,Ya,,,
"RT @mazNOT: Mantab KecBawet @bdgstarlight, Tidak TebangPilih""! Parkir diTrotoar",,,Ya,
RT @PRFMnews: 08.53: RT @fitria06035: Sudah 3 harian stopan Gatsu-Persimpangan Kosambi mati. cc @dishub_kotabdg @IWGinting https://t.co/CrO…,Ya,,,
@RicoAndriyanto @joeyakarta @andreanto_rosli @ridwankamil parkirnya juga di trotoar itu gan... pejalan kakinya juga gak ada kok...,Ya,,,
Itu ada itu pejalan kakinya pake baju merah menuju kearah stand polres dan mobil polisi yg trparkir di trotoar :) https://t.co/9qYk2FkfhS,Ya,,,
@dbmpkotabdg @distarcipBDG @ridwankamil oh ok pak mohon dibantu infonya pak karena ga sedikit devloper yg bangkrut yg tdk bertanggung jawab,,,Ya,
"@harysuse @RicoAndriyanto @andreanto_rosli @ridwankamil waduh, logikanya jgn spt itu. ada atau tdk ada pejalan kaki, trotoar bkn utk parkir",,,Ya,
11.03: RT @rabitrabit1: Setiabudi macet UPI/panorama dari 4 lajur jd 1 lajur oleh angkot ngetem. cc @dishub_kotabdg  https://t.co/SNHeHPgBel,Ya,,,
RT @PRFMnews: 11.03: RT @rabitrabit1: Setiabudi macet UPI/panorama dari 4 lajur jd 1 lajur oleh angkot ngetem. cc @dishub_kotabdg  https://…,Ya,,,
"@diskamtam jlr hijau di median jln pasteur masih blm tertata dengan baik dan rapih,mhn perhatiannya cc @ridwankamil @infobdg",Ya,,,
"@Dinsos_BDG @ridwankamil ibu gangguan jiwa bawa anak usia 3th,skrg hidup di jalanan di kebonjati..apakah bs dibantu? https://t.co/DbisaxzHC5",Ya,,,
"RT @infobdg: #SuaraBDG via @AfanSobirin :  jlr hijau di median jln pasteur masih blm tertata dengan baik dan rapih,mhn perhatiannya cc @dis…",Ya,,,
pak @ridwankamil punten tolong di tegur pihak @unikom masalah pembangunan yg sangat lama dan kebisingannya sangat mengganggu warga sktar.,Ya,,,
RT @radewa: .Bagaimana ini trotoar buat jualan? Orang lewat mana? Lokasi: Kartika Sari Dago @trotoarian @ridwankamil @infobdg https://t.co/…,Ya,,,
"RT @infobdg: #SuaraBDG via @AfanSobirin :  jlr hijau di median jln pasteur masih blm tertata dengan baik dan rapih,mhn perhatiannya cc @dis…",Ya,,,
"RT @tennyardiani: @Dinsos_BDG @ridwankamil ibu gangguan jiwa bawa anak usia 3th,skrg hidup di jalanan di kebonjati..apakah bs dibantu? http…",Ya,,,
"@dbmpkotabdg jln.baturadenIX menuju sklh smpn 48 dan sman 25rusak, berlubang,mhn bantuan perbaikanya.tks.syafril.ketua rt 07cc.@ridwankamil",Ya,,,
Pa @ridwankamil trotoar Jl. Wastukencana msh ada yg blm beres dan ada yg asal pasang. cc @dbmpkotabdg https://t.co/BpnIQO3FvV,Ya,,,
@ridwankamil pak ridwan pohon disepanjang soekarno hatta holis byk yg kering pak...sayang potnya pohonnya gak ada,Ya,,,
"@ridwankamil kang di bdg utamina jl soekarno-hatta, seueur mobil trek srg bes anu di parkir. Kumaha teu gaduh garasi?",Ya,,,
RT @PopongWN: @ajengektu @PRFMnews @ridwankamil. Bikin KK urus aendiri atau org lain ? KK paling lm 8 hr krj SOP. Di kec 6/7 hr krj di dina…,,,Ya,
"RT @esther_kusmara: @ridwankamil bangga ama bdg skrg, smg mimpi sy jln kaki di trotoir spt di luar negri terlaksana, g ush bw kend pribadi …",,,Ya,
"@kel_cigending @maznot @pdkebersihanbdg @ridwankamil @ujungberung_kec kl sy yg hrs buang sndiri k tps, tdk usah pngut biaya smpah blanan!",,,Ya,
@ynilie @ridwankamil untuk penertiban trotoar &amp; parkir cc @Kelurahan_Braga @kec_surban @dishub_kotabdg @IWGinting,,,Ya,
"PKL Cicadas sampahnya bikin banjir, pengamen di perempatan Samsat Soekarno Hatta sangat mengganggu.  https://t.co/hcjxVYiEgz",Ya,,,
"RT @VediSukma: PKL Cicadas sampahnya bikin banjir, pengamen di perempatan Samsat Soekarno Hatta sangat mengganggu.  https://t.co/hcjxVYiEgz",Ya,,,
@kel_cigending @maznot @pdkebersihanbdg @ridwankamil @ujungberung_kec apa prlu nnti sy ftoin belatungnya d tmpukan sampah rmh sy?,Ya,,,
"pak @Dinsos_BDG @Satpolppbdg manusia silver baru dtg ke bawah jembatan layang pasteur @ridwankamil perempuan semua lg,ibu2 berempat",Ya,,,
@Satpolppbdg hallo itu yang deket puskot jl.cikpundung barat ga di tertib2 ka aja kang? Kalo siang tenda2 nya kumuh @ridwankamil,Ya,,,
"@ridwankamil kang, hari ini saya ngobrol sama bule di bis damri, dia complain soal bis damri. katanya kok bisa bis ini berhenti dimana2 (1)",Ya,,,
@ridwankamil tapi ga berhenti di halte (2),,,Ya,
RT @PRFMnews: 12.39 RT @bahdirja Masa kota sekelas Bandung pembatas jalannya masih banyak gunakan tali rapia :-)  @dishub_kotabdg https://t…,Ya,,,
@pdamtirtawening @ridwankamil saya berterima kasih petugas sdh menanggulangi keluhan.  Aliran air sudah   lancar kembali. kotabaru vii no 15,,,Ya,
trotoar di jalan ahmad yani bandung depan BNI gak dibenerin mulu sama dinas PU @PemkotBandung euy kang @ridwankamil https://t.co/nKPbBzSEo4,Ya,,,
"#SuaraBdg @dishub_kotabdg | @imanskusumo: Parkir RM Raja Sunda Jl.SultanAgung ngganggu lalin,udah macet ku Alloysius https://t.co/IiyX3MEmS2",Ya,,,
"RT @infobandung: #SuaraBdg @dishub_kotabdg | @imanskusumo: Parkir RM Raja Sunda Jl.SultanAgung ngganggu lalin,udah macet ku Alloysius https…",Ya,,,
@ridwankamil Pak saya dalam keadaan di bus bandung Dlm bus ini banyak yg mint smbngan untuk ank yatim  Apakah uang tersebut sampai k ank ytm,,,Ya,
"RT @infobandung: #SuaraBdg @dishub_kotabdg | @imanskusumo: Parkir RM Raja Sunda Jl.SultanAgung ngganggu lalin,udah macet ku Alloysius https…",Ya,,,
"RT @infobandung: #SuaraBdg @dishub_kotabdg | @imanskusumo: Parkir RM Raja Sunda Jl.SultanAgung ngganggu lalin,udah macet ku Alloysius https…",Ya,,,
"Boleh juga nih himbauannya, biar ga banyak sampah yg dibuang kekali... cc: @basuki_btp @BimaAryaS @ridwankamil  https://t.co/DKa5MKw8FI",,,Ya,
@Metro_TV biarkan @ridwankamil bangun kota bandung dan pak @basuki_btp  bangun jakarta dua2nya org bagus ??,,,Ya,
"15.11: RT @djadjatdaradjat: Moal Bosen, Mohon bereskan trotoar di Jalan M Toha. cc @dbmpkotabdg https://t.co/ArmR1oIodG",Ya,,,
"RT @PRFMnews: 15.11: RT @djadjatdaradjat: Moal Bosen, Mohon bereskan trotoar di Jalan M Toha. cc @dbmpkotabdg https://t.co/ArmR1oIodG",,,,
"RT @infobandung: #SuaraBdg @dishub_kotabdg | @imanskusumo: Parkir RM Raja Sunda Jl.SultanAgung ngganggu lalin,udah macet ku Alloysius https…",Ya,,,
Kang @ridwankamil sy harap pembongkaran 600 makam di Pandu bisa ditinjau ulang &amp; dicari solusi alternatif lain utk kemacetan Pasteur. Trims,Ya,,,
"RT @infobandung: #SuaraBdg @dishub_kotabdg | @imanskusumo: Parkir RM Raja Sunda Jl.SultanAgung ngganggu lalin,udah macet ku Alloysius https…",Ya,,,
