TweetProcessed,Keluhan,Respon,Other
kel sy jg yg tinggal d pangaritan malah sdh dr dsmber 15 air tdk keluar lancar sy lampir no langgan 00230400255,1.0,0.0,0.0
rt sy jg warga sauyunan mas 10 thn tetap br kali jd banjir tlg lah,1.0,0.0,0.0
pakdidepan rumah jln rereongan sarupi no156 warung karaoke tiap hari hidupin musik keras2 bnyk geng mtr kl mlm,1.0,0.0,0.0
rt bdg saurwargi deden td mobil b 1447u jj buang sampah sekresek kcl taman bawah flyover cimindi,1.0,0.0,0.0
traffic light jlnsupratman katamso bandung lebih minggu mati kapan baik bahaya,1.0,0.0,0.0
darusman anwarga trmks mesin pompa sedot air ngurangi banjir rw10,0.0,0.0,1.0
rt wartabdg damkar 01 40 bakar koffie tijd jl flores no 8 rt 0205 kel citarum kec bawet,1.0,0.0,0.0
rt sip darusman anwarga trmks mesin pompa sedot air ngurangi banjir rw10 htt,0.0,0.0,1.0
rt 121 1605 penjangkauanamppmberian sanksi sosial thdp manusia silver pasteur htt,0.0,1.0,0.0
depan sdn uber selokan jadi rapi pkl depan sd depan mesjid agung gaada apa jabat datang uber,0.0,0.0,1.0
rt 121 pkl 1530 aman thdp orang yg alami ganggu jiwa amp resah masy jl sukajadi https,0.0,0.0,1.0
kelompok swadaya masyarakat desa hijau cibadak sukabumi minat utk aplikasi kang,0.0,0.0,1.0
anak2x liar malam2x depan eiger jl sumatra emis dgn modus jual cireng,1.0,0.0,0.0
rt 121 pkl 1530 aman thdp orang yg alami ganggu jiwa amp resah masy jl sukajadi https,0.0,0.0,1.0
taman pasupati cwek yg alami ganggu jiwa selalu stanby kursi taman coba cek tkp,1.0,0.0,0.0
kang maaf ngingatkan sekarang banyak nanam baik median jalan mohon pelihara kang awet pelihara,0.0,0.0,1.0
pa pd bikin pantai mending bikin tol khusus sepeda jerman pa ini contonya,0.0,0.0,1.0
punten kang td hampir begal jln sekitar sudirman dungus cariang jm 2030 pdhal msh jam2 ramainuhun,1.0,0.0,0.0
hahahaha ibu prestasinyahebat aja 5050 lah apa prestasi,0.0,0.0,1.0
rt permanadp kotabdg lokasi taman bws citarumteras cikapundung,0.0,0.0,1.0
rt pak komandan mau tanya teras cikapundung kpn du bka lgi kmrn2 ksna mah ttup prbaiki apa pak,0.0,0.0,1.0
hu2 terap d pagarasihastana anyarpasar kembargede bage yg trmurahslagi mnunggu solusi yg lbh mahal,0.0,0.0,1.0
hu3 slagi mnunggu solusi dg biaya mahaldg sistem pipaspt jalur monorelsblm air brtambah byksdh masuk pipa,0.0,0.0,1.0
hu5 bedasistem ptugasbanjir duluptugas datangsistem pipasblm banjirslututair sdh dimove k pipa,0.0,0.0,1.0
hu6 yaamungkin sistem pipabentrok dg segi estetika visualtp sy yakinpa wali bs mnjdkn gmn spy trlihat mnarik,0.0,0.0,1.0
kotabdg kurang optimal mungkin tp memang bnyk yg blm tuntas,0.0,0.0,1.0
rt moga proses jalan lancar,0.0,0.0,1.0
tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
hu9 pd titik banjirpipanya paralon diameter besarkl cpt tratasi utk mcapai tpatempat buang akhir airsungai,0.0,0.0,1.0
hu10 lanjdr pipa k tpadisambung selang air bukan pipautk mcapai tpa airpipa paralon d titik banjir,0.0,0.0,1.0
hu12 syukurklo dr titik banjir tpa dekatkl jauhmixed dg selang airkl mlintas p4anselangny via bawahselokan bwh jln,0.0,0.0,1.0
hu13 lho kan selokan1pipa relmrtselokanjln biasamacet 2selokankdg tdk bs dpercayabs sumbat,0.0,0.0,1.0
hu14 jd sblm air akumulasi mjd banjirdg pipabaru tetes sdh msk pipashgg akumulasi air digagalkn,0.0,0.0,1.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
halo admin sy mndptkan bbrp informasi kena program kotabdg sekarang bagaimana prosedur wawncara nya mhn tanggap,0.0,0.0,1.0
situs bppt down hari sekarang jalan cuma upload file urus ijin mohon baik,0.0,0.0,1.0
kang bandung biar ga terlalu macet mungkin mau holiday bandung wajib guna kendara umum aja hehe,0.0,0.0,1.0
rt telah hujan deras jlirsukarno gelap gulitamohon bantu hatur nuhun,1.0,0.0,0.0
rt telah hujan deras jlirsukarno gelap gulitamohon bantu hatur nuhun,1.0,0.0,0.0
rt alone lagi iseng sketsa eh ga sadar air cikapundung naik malah hampir tutup paralon buang hehe https,0.0,0.0,1.0
rt alone lagi iseng sketsa eh ga sadar air cikapundung naik malah hampir tutup paralon buang hehe https,0.0,0.0,1.0
pak punten mau lapor tadi jam 12an taman cempaka kelompok begal bawa samurai untung hasil kabur,1.0,0.0,0.0
hari akan jadi hari esok dinkes,0.0,0.0,1.0
pak pami aju beasiswa kuliah wargi bandung kedah ka mana rebonyunda haturnuhun,0.0,0.0,1.0
lampu merah kluar tol pasteur suka anak2 yg ngamen jual dllsy liat seperti kerja ortunya,1.0,0.0,0.0
pasteur bnyk skli rambu p,0.0,0.0,1.0
jln cikutra panjang santo yusup klo pagi pinuh sama yg jual yg nutup 1 badan jalan klo mlm pinuh sama gerobak sampah,1.0,0.0,0.0
rt klo bersih kaya gin mau buang jalan bandungbersih yuk jaga bersama2 cc https,0.0,0.0,1.0
pa punteun pasar ciroyom udah 2 hari yg menertibkanakibatnya macet total pa tengah jam sampe andirnuhun,1.0,0.0,0.0
pa punten daerah gang pelita lurah sukapada dsk tos saminggon cai na teu ngocor wae sesah barang damel,1.0,0.0,0.0
pa punten daerah gang pelita lurah sukapada dsk tos saminggon cai na teu ngocor wae sesah barang damel,1.0,0.0,0.0
pa sampah banyak banget jl cicukang hol bandung banyak pabrik mohon solusi pa,1.0,0.0,0.0
suarabdzg via rapat malabar lampu merah gajalan jadi pabaliut sampe yg jatuh cc kotabdg,1.0,0.0,0.0
jl maleber utara macet parah gundu pasir sisi jalan gerobak dagang sebab,1.0,0.0,0.0
rt suarabdzg via rapat malabar lampu merah gajalan jadi pabaliut sampe yg jatuh cc kotabdg,1.0,0.0,0.0
wilujeng enjing paklurah pami tiasa atur pot tanam evaluasi deui naha janten ngaheurinan jalan cc,1.0,0.0,0.0
mau tanya utk tahu data kasus langgar k3 kota bandung bsa akses dmn yaapa hrs datang kantor satpolpptrmkasih,0.0,0.0,1.0
se7 byk lampu merah tdk fungsi normal marka jalan kurang amp tunjuk arah tdk jelas tutup pohon,1.0,0.0,0.0
rt p pa sampah banyak banget jl cicukang hol bandung banyak pabrik mohon solusi pa,1.0,0.0,0.0
hatur nuhun atas perhati pakwali moga agenda umroh pakwali beri lancar barokah,0.0,0.0,1.0
mau tanya utk tau data kasus langgar k3 kota bandung 2015 bsa akses dmn yaapa hrs datang kantor satpolpptrmkasih,0.0,0.0,1.0
pagi pa pa air pdam daerah cibeunying kidul rw 3 ga ngalir 3 hari punten tindak lanjut cepat pa trimakasih,1.0,0.0,0.0
assalamualaikum kang mau bandung mau nanya kalo jual quadcopter drone lengkap hatur nuhun,0.0,0.0,1.0
rt buzzer pikaseurieun pa bdg water fountain nya lebih dulu amp beberapa mending bikin sungai be,0.0,0.0,1.0
rt suarabdzg via rapat malabar lampu merah gajalan jadi pabaliut sampe yg jatuh cc kotabdg,1.0,0.0,0.0
padahal rambu becak larang masuk ga tegak atur yg wenang,1.0,0.0,0.0
marching band gwm pemkot bandung buka daftar anggota jam 48 malem balkot,0.0,0.0,1.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
lampu setop tiga katamsosupratman pareum tos 3 minggon nha diantepngantosan sabulan cing punten atuh kotabdg,1.0,0.0,0.0
hu16 tpatempat buang air sungaiselokan nonbanjir yg dekat dg titikbanjir,0.0,0.0,1.0
selamat pagi pak tukang parkir liar mulai resah depan mini market pak,1.0,0.0,0.0
punten tos 4 dinten ledeng ten abi te ngocor aya naon nya di kelsukapada rt03rw03 nuhun,1.0,0.0,0.0
assalamualaikum pa pa pdam daerah suci udh minggu ga jalan mohon bantu paripuh ga aer ga apel,1.0,0.0,0.0
di kelsukapada keccib kidul rt03 rw03 ledengna teu ngocor2 punten pang kocorkeun abi hese ombeh,1.0,0.0,0.0
polisi laku razia rambu larang stop jln rajawali,0.0,0.0,1.0
eru drainase jl titi kencana tgl 1312016 rw 10,0.0,1.0,0.0
rt bdg eru drainase jl titi kencana tgl 1312016 rw 10,0.0,1.0,0.0
jabar kotabdg tugas gembok parkir liar dpn imigrasi mohon tongkrongin sma tugas dong nhun,1.0,0.0,0.0
rt polisi laku razia rambu larang stop jln rajawali,0.0,0.0,1.0
rt di kelsukapada keccib kidul rt03 rw03 ledengna teu ngocor2 punten pang kocorkeun abi hese ombeh,1.0,0.0,0.0
lam ieu th pareum na puntentos 4 dinten ledeng teu ngocor kelsukapada rt03rw03 nuhun rebonyunda,1.0,0.0,0.0
pak daerah rmh sering kajadian hilang mulai ti sendal sampe ka motor kata sih siskamling tp asa teu ngaruh,1.0,0.0,0.0
ini pak no langgan 00106950690 no hp 089686930249 terimakasih,0.0,0.0,1.0
hu18 cth sketsa gedebagebirutitik banjirhijaupipabirumudaselang tpa air,0.0,0.0,1.0
rt di kelsukapada keccib kidul rt03 rw03 ledengna teu ngocor2 punten pang kocorkeun abi hese ombeh,1.0,0.0,0.0
punten bapak2 bade tumaros jalan daerah daho giri dr jembatan sd lawang wangi rusak parahkumaha nyak,1.0,0.0,0.0
pa upam website tiasa akses aktiv,0.0,0.0,1.0
rt lam ieu th pareum na puntentos 4 dinten ledeng teu ngocor kelsukapada rt03rw03 nuhun rebon,1.0,0.0,0.0
hu21 naik lgemangair bs manjatbskrn sblmnya selang turungtshg pushhkm fisikaaplg dorong dr banjir sgt besar powerny,0.0,0.0,1.0
hu21 naik lgemangair bs manjatbskrn sblmnya selang turungtshg pushhkm fisikaaplg dorong dr banjir sgt besar powerny,0.0,0.0,1.0
nah ngga tahu soalnta daerah batas yg kmrn aspal dr arah lembang sd lwg wangi bwh blm,0.0,0.0,1.0
pas sy tanya wkt lg aspalkt mrk dr lwg wangi bawah bag pemda bandungmakanya tanya kmn nanyanya,0.0,0.0,1.0
air wilayah cikutra neglasari rw 03 beberapa hari ngocor mohon perhati,1.0,0.0,0.0
iya pernah nanya kata camat wilayah pemda bandungyg jalan dr jembatan sd lawang wangikumaha,0.0,0.0,1.0
rt air wilayah cikutra neglasari rw 03 beberapa hari ngocor mohon per,1.0,0.0,0.0
pak rata enakeun charger kurang wifi gratis yg cepet pak,0.0,0.0,1.0
negeri butuh anak muda laku aksi sosial nyata bukan anak muda suka komentar nyinyir media sosial,0.0,0.0,1.0
rt air wilayah cikutra neglasari rw 03 beberapa hari ngocor mohon per,1.0,0.0,0.0
giat tertib pkl jlremartadinata,0.0,1.0,0.0
pak sy kmrin ka pagarsih psar ulek orang2 nu tps buang sampah ka sungaiteu kagok 2 korsi butut,1.0,0.0,0.0
mapay lemburmengajak milik usaha amp dagang jlsoekarno hatta utk bersama2 aktif amppeduli thdp k 3,0.0,0.0,1.0
jl cikutra gg neglasari 4 no 13 rt 03 rw 03,0.0,0.0,1.0
tumpang mobil buang sampah 2x jl raya 1x jl jawa 1x jl merdeka sungguh wani,1.0,0.0,0.0
rt pak daerah rmh sering kajadian hilang mulai ti sendal sampe ka motor kata sih siskamling tp,1.0,0.0,0.0
cek tl tweeps banyak sepatu lucu baru update ni adidas nike vans handmade kikers murah,0.0,0.0,1.0
pa utk thn 2016 jalan mana yg dlakukan tingkat hotmix apakah listnya cc,0.0,0.0,1.0
pa knapa median tnaman spanjang jl dr junjunan tdk terpilihara rumput tdk terpeliharamohon perhatianny cc,1.0,0.0,0.0
rt giat tertib pkl jlremartadinata,0.0,1.0,0.0
rt giat tertib pkl jlremartadinata,0.0,1.0,0.0
pak panjang jalan wastu kencana got nya geus teu muat hujan dkt air ngeluap jln jd macet,1.0,0.0,0.0
rt giat tertib pkl jlremartadinata,0.0,1.0,0.0
kotabdg empat malabar gatsu hari mati traffic light nya tumben lama,1.0,0.0,0.0
sami2 kang hatur nuhun atas perhati responnya yg cepat mudah2an bandung benar2 juara,0.0,0.0,1.0
rt tulo 10 indonesia msh byk mslh karna org2 indonesia yg suka mnyalah2kn indonesia yuk kt pilih jd solusi u,0.0,0.0,1.0
terima kasih pdam air wilayah ngocor,0.0,0.0,1.0
pakgmn kalo sekali2sidak rokok kalang ajar sdsmpke sekolah2 ato gmn gitu pak bdg,0.0,0.0,1.0
jl cihampelas bawah hotel novotel simpang padjajarancicendo cc,0.0,0.0,1.0
rt giat tertib pkl jlremartadinata,0.0,1.0,0.0
punten satu lg pa drainase jl padjajaran bawah jalan dgn baik,1.0,0.0,0.0
1332 rt heu tl supratman katamso 2 minggu tak fungsi jalan jadi semrawut tdk tugas polisi satu cc kotabdg,1.0,0.0,0.0
1338 tim urc cibeunying tangan banjir cileuncang jl wastukancana via,0.0,1.0,0.0
bandung ibu2 atas suruh walikelas minta sktm daftar smp instruksi disdik,0.0,0.0,1.0
rt 1330 urc cibeunying tangan banjir cileuncang jl wastukancana https,0.0,1.0,0.0
rt 1330 urc cibeunying tangan banjir cileuncang jl wastukancana https,0.0,1.0,0.0
eta trotoar na rt 1330 urc cibeunying tangan banjir cileuncang jl wastukancana,0.0,1.0,0.0
salah sih jual kok jalan cc,0.0,0.0,1.0
paling kesel kalo udah liat trotoar dipake jual kaki lima ga indah,1.0,0.0,0.0
harison bener bgt kan hak pejal kaki bukan buat jual,0.0,0.0,1.0
suarabdg via gemma lampu lalu lintas per4an gatsu yg dekat hotel papandayan matiarus jadi kacau cc kotabdg,1.0,0.0,0.0
rt suarabdg via gemma lampu lalu lintas per4an gatsu yg dekat hotel papandayan matiarus jadi kacau cc kota,1.0,0.0,0.0
dpn polwiltabes aja rambu larang stopparkir berani langgar tempat index of apa,1.0,0.0,0.0
kotabdg restabesbdg detik lampu merah mati pak masalah warga kasih tau,1.0,0.0,0.0
kalo andai bener mau bicara sama bapak masalah pkl dagang kaki lima,0.0,0.0,1.0
dikomplek cluster bal 2 blok a lurah sukapura kec kiaracondong rw 13 mohon bantu sekarang air luap,1.0,0.0,0.0
maha ieu pdhl sisi walungan cidurian tp banjirna siga kieu cc jl merkuryraya,1.0,0.0,0.0
1510 rt padahal sisi walungan cidurian tp banjirna siga kieu jl merkuryraya cc,1.0,0.0,0.0
jl merkury raya nuhun responna,0.0,0.0,1.0
rt lia restorasi sungai cikapayang trotoar jl merdeka segmen 2 3112,0.0,0.0,1.0
pak angkot henti tengah jalan boleh lokasi mau naik fly over kircon,1.0,0.0,0.0
kang jalan padasuka kecil byk bis yg lewat maudari,1.0,0.0,0.0
air pdam khusus orang2 kaya jabat sama orang jual air pdam resaler,0.0,0.0,1.0
rt 060116lanjut gps d jl soekarno hatta payun pasar induk gedebage https,0.0,0.0,1.0
kang sy mau nan kalo rumah singgah anak jalan kota bandung daerah mana soal tugas teliti mkasih,0.0,0.0,1.0
00501410195 air ngocor 2 hari sekali tiap 2 hari kdang bersih kdang kotor dah gitu bau lengket2,1.0,0.0,0.0
dpt hibah dr belanda 46juta euro750 utk baik dpt bantu hujan dr alloh swt ko blm ngalir,1.0,0.0,0.0
naha bangun kantor pada2 teu aya prototip bangun ktr lurah camat dinas,0.0,0.0,1.0
1546 bunderan cemara jln sukajadi hujan deras banjir via gant cc,1.0,0.0,0.0
kang jl kebon kawung depan stasiun ka banjir setinggi 25 cm,1.0,0.0,0.0
rt entep 1553 box iklan besar jalan cicendo depan btn partbagian material lihat mau jatuh cc,1.0,0.0,0.0
pa klo kendara motor tabrak orang yng lari dri pinggir jalan siapa yng salah terima kasih mohon solusi,0.0,0.0,1.0
hujan 1jam banjir dan langsung tahun sudah lapor tapi baik,1.0,0.0,0.0
rt suarabdg via gemma lampu lalu lintas per4an gatsu yg dekat hotel papandayan matiarus jadi kacau cc kota,1.0,0.0,0.0
rt 1546 bunderan cemara jln sukajadi hujan deras banjir via gant cc,1.0,0.0,0.0
banjir ber tahun2 jl kembar baru selatan iii salur air memadaii amp tata,1.0,0.0,0.0
suarabdg via banjir ber tahun2 jl kembar baru selatan iii cc,1.0,0.0,0.0
rt 1510 rt padahal sisi walungan cidurian tp banjirna siga kieu jl merkuryraya cc,1.0,0.0,0.0
pa d pagarsih ulek ttp banjir meski d bikin gorong raksasa nyungkeun d cek pak,1.0,0.0,0.0
gera 1000 tumbler maksimal bila depo isi ulang keran siap minum kerjasama ama unilever buat 1 asia afrika pak,0.0,0.0,1.0
kotabdg pak tmb sarijadinya pak saya udah nunggu sampe lebih 1 jam gak terus masa,1.0,0.0,0.0
pa knp acara nettv mobil mogok sm polisi dibantuin dorongtp metro angkot mogok dpn polisi malah diliatin aja,0.0,0.0,1.0
rt suarabdg via banjir ber tahun2 jl kembar baru selatan iii cc,1.0,0.0,0.0
pagarsih banjirjlknatawijaya 130116 astanaanyar,1.0,0.0,0.0
rt 1630 urc bojonagara monitoring jl dr djundjunan,0.0,0.0,1.0
rt 1625 urc cibeunying tangan genang jl llre martadinata,0.0,1.0,0.0
cc rt ada pohon mlengkung hampir roboh dekat lampu lalin empat cicendo arah wastukencana,1.0,0.0,0.0
46juta euro75m dana hibah utk dr belanda utk baik bantu alloh lewat hujan ko ga ngalir jg,1.0,0.0,0.0
sore tl belitungsumbawa padam tl supratmankatamso tuh cc kotabdg bdg,1.0,0.0,0.0
rt 1715 rt harijanto sore tl belitung sumbawa padam tl supratman katamso cc kotabdg,1.0,0.0,0.0
rt harijanto sore tl belitungsumbawa padam tl supratmankatamso tuh cc kotabdg,1.0,0.0,0.0
rt bdg saurwargi harijanto sore tl belitungsumbawa padam tl supratmankatamso tolng atensi kotabdg,1.0,0.0,0.0
bisa jadi salur buang k sungai ganggu teh mmdhn nemu titik cerah amiin nuhun pis,0.0,0.0,1.0
lurah tamansari kec bdg wetan masuk gt krn tdk bs tampung volume air mungkin kali panjang,0.0,0.0,1.0
rt bdg saurwargi harijanto sore tl belitungsumbawa padam tl supratmankatamso tolng atensi kotabdg,1.0,0.0,0.0
pagi laku gembok kend r4 jl sukarno hasil kolaborasi dgn kotabdg cc,0.0,0.0,1.0
rt pagi laku gembok kend r4 jl sukarno hasil kolaborasi dgn kotabdg cc,0.0,0.0,1.0
rt pagi laku gembok kend r4 jl sukarno hasil kolaborasi dgn kotabdg cc,0.0,0.0,1.0
pak mohon bikin taman dong samping kantor rw 01y,0.0,0.0,1.0
rt 1540 urc cibeunying monitoring jl llre martadinata,0.0,0.0,1.0
rt 1625 urc cibeunying tangan genang jl llre martadinata,0.0,1.0,0.0
rt 1630 urc bojonagara monitoring jl dr djundjunan,0.0,0.0,1.0
rt 1710 urc cibeunying tangan genang jl wastukancana,0.0,1.0,0.0
rt 1750 urc tegallega tangan banjir jl pagarsih,0.0,1.0,0.0
pakzona merah dagang ga efektif lo paksama kayak orang angkot ngerokokstikernya malah dtimpadrobek,0.0,0.0,1.0
pagi sampe detik air ga ngalirada apa yasaya tinggal daerah ciganitri komplek cherry fieldmhn pncrhan,1.0,0.0,0.0
1835 jljktpurwakarta lalin timur ramai lancar saling hormat sama pakai jalan bdg,0.0,0.0,1.0
rt kircon 1835 jljktpurwakarta lalin timur ramai lancar saling hormat sama pakai jalan bdg http,0.0,0.0,1.0
rt kircon 1835 jljktpurwakarta lalin timur ramai lancar saling hormat sama pakai jalan bdg http,0.0,0.0,1.0
rt giat tertib pkl jlremartadinata,0.0,1.0,0.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
permisi min giat panen urba farmingnya besok,0.0,0.0,1.0
pak tlg tertib daerah pal3 arah cijerahbnyk psn yg prkir smbrangnpdhl udh rambu dlrang bhntibkin mcet,1.0,0.0,0.0
lalinbdg 1916 stop arah jl supratman lampu merah mati kendara semerawut gaada yg ngatur jln cc kotabdg,1.0,0.0,0.0
rt lalinbdg 1916 stop arah jl supratman lampu merah mati kendara semerawut gaada yg ngatur jln cc kotabdg,1.0,0.0,0.0
rt lalinbdg 1916 stop arah jl supratman lampu merah mati kendara semerawut gaada yg ngatur jln cc kotabdg,1.0,0.0,0.0
rt 131 urc tegallega lanjut buat tali2 air jl leuwipanjang https,0.0,0.0,1.0
rt 131 urc tegallega eru salur jl astanaanyar,0.0,1.0,0.0
rt 131 urc tegallega lanjut buat tali2 air jl leuwipanjang https,0.0,0.0,1.0
rt 131 urc karees eru salur jl ibrahim adjie,0.0,1.0,0.0
rt pagi laku gembok kend r4 jl sukarno hasil kolaborasi dgn kotabdg cc,0.0,0.0,1.0
rt 131 urc ujungberung baik jl cingised 1,0.0,1.0,0.0
rt 131 urc ujungberung baik jl cingised 2,0.0,1.0,0.0
rt 131 urc gedebage baik jl batu raden,0.0,1.0,0.0
rt 131 urc bojonagara lanjut baik jl kebon jati,0.0,1.0,0.0
rt 131 urc bojonagara baik crossing jl sukagalih,0.0,0.0,1.0
rt 131 urc bojonagara baik jl cipedes tengah,0.0,1.0,0.0
rt 131 urc bojonagara lanjut eru salur jl setrawangi,0.0,1.0,0.0
rt 131 urc bojonagara lanjut eru salur jl sari asih,0.0,1.0,0.0
131 urc cibeunying pasang plat beton jl ir h djuanda,0.0,0.0,1.0
rt 131 urc cibeunying lanjut baik kirmir salrn jl cihampelas https,0.0,1.0,0.0
rt 131 urc cibeunying pasang plat beton jl ir h djuanda,0.0,0.0,1.0
rt 1920 urc tegallega tangan genang jl sudirman,0.0,1.0,0.0
rt 131 urc bojonagara baik crossing jl sukagalih,0.0,0.0,1.0
rt 131 urc bojonagara lanjut eru salur jl setrawangi,0.0,1.0,0.0
rt 131 urc bojonagara lanjut eru salur jl sari asih,0.0,1.0,0.0
rt 1920 urc tegallega tangan genang jl sudirman,0.0,1.0,0.0
rt 131 urc cibeunying pasang plat beton jl ir h djuanda,0.0,0.0,1.0
rt 1330 urc cibeunying tangan banjir cileuncang jl wastukancana https,0.0,1.0,0.0
rt bdg eru drainase jl titi kencana tgl 1312016 rw 10,0.0,1.0,0.0
rt alone lagi iseng sketsa eh ga sadar air cikapundung naik malah hampir tutup paralon buang hehe https,0.0,0.0,1.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
131 urc pju baik lampu pju jl naripan,0.0,1.0,0.0
131 urc pju baik lampu pju jl asia afrika,0.0,1.0,0.0
rt 121 pasu jurig cai pelihara salur pertamina gedebage https,0.0,0.0,1.0
rt 121 pasu jurig cai pelihara salur pasar gedebage,0.0,0.0,1.0
rt 121 urc bojonagara lanjut eru salur jl sari asih,0.0,1.0,0.0
rt 121 urc bojonagara tangan genang jl dr djundjunan,0.0,1.0,0.0
131 urc pju baik ballast amp jaring lampu pju jl ciwastra,0.0,1.0,0.0
rt 121 urc cibeunying baik kerb jl viaduct,0.0,0.0,1.0
rt 121 urc cibeunying baik lintas ka jl braga,0.0,1.0,0.0
suarabdg via tl cipaganti deket rsadvent udh minggu mati mohon bantu pabaliut cc kotabdg,1.0,0.0,0.0
131 urc pju baik box panel lampu pju jl gedebage,0.0,1.0,0.0
rt suarabdg via tl cipaganti deket rsadvent udh minggu mati mohon bantu pabaliut cc kotabdg,1.0,0.0,0.0
rt suarabdg via tl cipaganti deket rsadvent udh minggu mati mohon bantu pabaliut cc kotabdg,1.0,0.0,0.0
ind apa yg tindak lanjutisdh tahu lokasi gangguannyasmpe skrg ga yg nindak lanjut dlokasi,0.0,0.0,1.0
rt sopyana terus bersihka draenase sampah biar air lancar12 jan 16cbnk https,0.0,0.0,1.0
rt 1435 urc bojonagara bersih sisa lumpur jl dr djundjunan amp jl suparmin,0.0,0.0,1.0
rt bubat dsk hujan siagabanjir buka pintu air bndung curug ece h,0.0,0.0,1.0
rt 110116 tim gober rcbl brshkn trotoar jl damping tol dr rumput liar kotabdg https,0.0,0.0,1.0
rt dagang tempat larang ganggu tertib amp pejal kaki jg urus dg hukum https,0.0,0.0,1.0
wilujeng wengi pa sok asa srekse kitu pami ningal nu pinggir taman kandaga puspa sok angge nyimpen barag rongsok plislah,1.0,0.0,0.0
pa tertib supir angkot yg naik tarif pdhl bbm turun biasa dekat 2rb tadi minta 3rb,1.0,0.0,0.0
pa wali cihampelas meuni susah buat pejal kakijalan suka ganti sama mobil lewat trotoar pake parkir semua,1.0,0.0,0.0
rt 1625 urc cibeunying tangan genang jl llre martadinata,0.0,1.0,0.0
rt tindak angkot ngetem atas trotoar atas lapor warga,0.0,0.0,1.0
rt 121 1605 penjangkauanamppmberian sanksi sosial thdp manusia silver pasteur htt,0.0,1.0,0.0
rt himbauan pkl jlremartadinata,0.0,0.0,1.0
rt 131 urc pju baik lampu pju jl naripan,0.0,1.0,0.0
rt 131 urc pju baik lampu pju jl asia afrika,0.0,1.0,0.0
rt 131 urc pju baik ballast amp jaring lampu pju jl ciwastra https,0.0,1.0,0.0
rt 131 urc pju baik box panel amp jaring pju jl sukarno hatta https,0.0,1.0,0.0
rt 131 urc pju baik box panel lampu pju jl gedebage,0.0,1.0,0.0
cc rt barangkali bantu pompa air nya jembatan pasupati banjir drainase mampet,1.0,0.0,0.0
rt damkar cc rt barangkali bantu pompa air nya jembatan pasupati banjir drainase mampet,1.0,0.0,0.0
rt maha ieu pdhl sisi walungan cidurian tp banjirna siga kieu cc jl merkuryraya https,1.0,0.0,0.0
banyak pju padam dr simp ayanimartadinata hingga simp supratman mhn cek cc,1.0,0.0,0.0
dinkes bdg lia mohon bantu kasi nangs trs tiap hri pk bpjs kels 3 blm dpt penangnnampruangan,0.0,0.0,1.0
cc rt entep 1553 box iklan besar jalan cicendo depan btn partbagian material lihat mau jatuh,1.0,0.0,0.0
apa angkut semua sampah pa sudah gunung bahaya,1.0,0.0,0.0
rt damkar cc rt entep 1553 box iklan besar jalan cicendo depan btn partbagian material terlih,1.0,0.0,0.0
kang mau hidup lg siuptdpho sy yg lama hibernasi sjak th 2003 syarat sama punten ngarewong nuhun,0.0,0.0,1.0
kang bmw silver b 70 gw hampir nyerempet motor pasteur arah suci td pagi jelang siang maha cara plat b lbh sopan,1.0,0.0,0.0
rt suarabdg via tl cipaganti deket rsadvent udh minggu mati mohon bantu pabaliut cc kotabdg,1.0,0.0,0.0
bdg harijanto kotabdg utk traffic light katamsosupratman msh dlm baik modul gitu bakar tiew,1.0,0.0,0.0
halo admin sy mndptkan bbrp informasi kena program kotabdg sekarang bagaimana prosedur wawncara nya mhn tanggap,0.0,0.0,1.0
hari akan jadi hari esok dinkes,0.0,0.0,1.0
kang emil tindaklanjuti tarif parkir lucky square antapani bdg 2 jam 22 menit 10000,1.0,0.0,0.0
buang sampah pda temptnya amp buang mantan teman haha kalo sayang gimna pa,0.0,0.0,1.0
rt air wilayah cikutra neglasari rw 03 beberapa hari ngocor mohon per,1.0,0.0,0.0
aju surat pemberitahuan tetangga buat imb kudu bikin pos benerin jalan selokan nu sering banjir t wajar gak kang,0.0,0.0,1.0
pak mungkin teroris yg ngebom kemarin lgi error otak seperti ama ketua teroris suruh ngebom suriah malah sarinah,0.0,0.0,1.0
tidak semua sampah selalu akhir tempat buang belum pilahsampah dulu byk yg manfaat,0.0,0.0,1.0
rt tidak semua sampah selalu akhir tempat buang belum pilahsampah dulu byk yg manfaat htt,0.0,0.0,1.0
rt tidak semua sampah selalu akhir tempat buang belum pilahsampah dulu byk yg manfaat htt,0.0,0.0,1.0
rt tidak semua sampah selalu akhir tempat buang belum pilahsampah dulu byk yg manfaat htt,0.0,0.0,1.0
rt jaga selalu tetap bersih giat sosialisasi tega atur bahaya buang sampah sungaibdg ht,0.0,0.0,1.0
